customer_acquisition_cost,ltv,churn_rate,retention_rate,arpu,mrr,arr,conversion_rate,revenue_per_customer
241.5,1573.39,0.1592,0.8174,76.01,70613.28,331745.9,0.0568,1319.63
320.92,2704.66,0.0904,0.9777,79.94,51081.15,632165.2,0.0977,1031.36
158.04,2891.24,0.1725,0.7724,96.37,41903.74,500893.42,0.1869,494.75
194.17,2444.1,0.224,0.8005,29.61,25392.46,658515.36,0.0555,1271.85
300.74,3804.43,0.0336,0.7103,81.37,59094.89,559451.55,0.0669,1142.37
321.72,702.5,0.1596,0.7964,135.17,53009.95,674590.68,0.1821,941.08
323.12,3527.38,0.1891,0.8076,115.26,60495.78,744162.53,0.0234,940.74
215.97,3269.74,0.0957,0.729,118.3,59661.87,357831.16,0.1766,711.04
201.63,3007.8,0.2864,0.7004,47.12,37082.21,542716.99,0.0642,1416.89
237.0,300.0,0.1609,0.8669,91.88,1000.0,477699.14,0.1022,1280.23
292.99,3655.71,0.0629,0.7874,101.33,48685.99,839307.16,0.1304,714.84
386.41,1845.96,0.0413,0.7052,119.7,47576.54,942161.21,0.1311,1066.03
121.44,2252.31,0.1671,0.9494,140.18,53202.98,614399.41,0.1961,825.41
258.45,2516.37,0.1188,0.8695,135.23,75544.99,686090.92,0.0118,646.11
175.05,2969.14,0.0658,0.7496,86.46,49695.99,314151.89,0.1422,1542.56
151.08,3150.89,0.0189,0.9509,87.19,61927.56,666012.54,0.1699,937.99
347.52,3349.39,0.1743,0.7735,149.71,56722.03,554764.54,0.1197,783.67
315.85,3289.09,0.1836,0.766,93.6,27650.66,874993.66,0.1953,673.09
308.71,2848.13,0.0511,0.9594,70.72,29212.0,560957.63,0.0864,973.53
344.08,2975.81,0.1845,0.752,98.44,69534.13,443522.06,0.1512,378.63
239.02,1795.58,0.2861,0.9549,147.73,35988.8,340125.04,0.1388,1001.78
242.55,2061.7,0.2937,0.9329,76.35,56591.16,641849.3,0.0111,1433.44
438.93,3351.44,0.2677,0.7898,91.42,33604.9,498399.13,0.1128,1343.64
256.51,3305.81,0.2441,0.71,77.66,62816.19,847024.06,0.0559,1202.58
330.13,3216.98,0.0707,0.7239,135.29,54582.48,731382.09,0.1081,1811.6
275.48,2247.04,0.0554,0.7318,114.12,45585.62,586007.9,0.1774,1131.14
136.38,3363.22,0.139,0.9583,134.32,61498.64,730199.59,0.1279,761.42
121.65,1740.36,0.1897,0.8172,154.56,54785.03,951153.55,0.1208,1314.32
231.58,3493.93,0.2567,0.7094,57.12,38582.61,376337.93,0.1361,1092.66
354.21,2445.65,0.0773,0.8614,80.96,50697.2,480252.41,0.108,1062.65
334.12,3969.27,0.1491,0.7603,91.27,61540.31,990447.57,0.0923,1143.65
343.56,1458.2,0.1978,0.7682,107.18,68776.97,456622.62,0.078,924.55
200.97,4031.33,0.1392,0.7466,121.02,48376.13,737140.84,0.1415,1641.89
396.19,2366.85,0.1417,0.921,89.44,79976.48,841034.6,0.1563,534.45
202.63,2352.74,0.0753,0.7002,83.09,38215.47,602876.88,0.0875,1308.43
290.96,2802.62,0.2961,0.8273,135.29,24812.06,742511.21,0.0135,1092.14
274.22,2103.95,0.1478,0.7252,122.29,27217.48,547802.34,0.1109,1194.2
261.96,2593.34,0.1645,0.8602,115.0,50335.79,965699.62,0.1169,929.59
375.39,2072.19,0.0734,0.8003,37.05,50698.41,518508.3,0.0984,1529.42
222.12,2100.83,0.1591,0.7082,143.21,52572.44,416991.01,0.0752,1330.08
173.78,3031.39,0.0841,0.8337,110.83,39477.06,781966.06,0.1797,806.12
276.5,1943.77,0.0687,0.8655,99.87,87224.29,746571.18,0.0988,1404.53
245.01,2048.25,0.09,0.7718,79.05,75430.35,635513.18,0.1608,1145.06
500.0,1574.65,0.0108,0.922,84.96,31619.26,612543.79,0.1294,865.2
325.74,2255.25,0.1753,0.8076,76.79,48818.17,507792.8,0.1585,514.01
244.3,3677.42,0.1224,0.9173,41.74,51313.19,460532.79,0.1761,1293.45
195.79,1987.35,0.2706,0.8679,79.11,61812.9,486065.72,0.0525,820.72
133.98,2076.89,0.0218,0.9521,54.36,25350.68,667915.29,0.1666,1216.77
198.11,2801.91,0.0225,0.8586,103.09,22216.93,565065.18,0.1456,1512.9
283.62,2359.54,0.2669,0.7538,68.56,30387.98,310776.63,0.1144,793.11
382.05,4395.39,0.0467,0.9386,128.11,75317.78,522739.51,0.1113,1475.82
359.13,2522.69,0.0106,0.9271,52.3,39697.37,563886.69,0.0657,686.2
292.18,2912.59,0.0619,0.982,142.83,63840.73,706939.52,0.1104,1519.63
250.76,3389.29,0.2489,0.7271,131.49,60215.71,663817.31,0.0799,1626.56
295.16,3374.25,0.2428,0.8715,71.24,47535.22,953574.76,0.1783,1334.92
236.1,2832.74,0.1086,0.8426,102.01,64152.7,412056.02,0.1185,1188.84
403.88,2523.78,0.2037,0.8946,77.94,30245.91,715503.67,0.0633,1331.98
260.81,4235.49,0.1571,0.9843,123.32,42721.33,731690.17,0.0332,943.37
268.52,2571.85,0.2724,0.8544,162.0,13924.27,661293.13,0.1403,629.54
108.81,2304.01,0.0264,0.8989,142.4,52111.75,547171.28,0.1346,815.71
260.34,2144.08,0.2458,0.8007,83.22,37426.69,470654.87,0.0752,1774.66
337.74,1297.34,0.0595,0.7867,108.63,86633.81,597923.0,0.0366,681.25
194.92,3293.6,0.1236,0.7972,153.2,51468.29,251992.29,0.1447,1353.75
218.7,810.68,0.0657,0.7112,121.6,64019.45,423065.99,0.0577,1014.86
334.45,2645.52,0.2138,0.7826,136.99,61271.45,412983.62,0.1731,936.9
164.25,2489.53,0.2067,0.7502,125.62,49218.78,705733.3,0.1466,1584.84
354.34,4404.64,0.1689,0.8327,107.41,66869.44,729826.12,0.179,1079.37
235.09,1215.21,0.2125,0.8336,102.8,51045.68,393688.97,0.197,1345.35
245.86,1944.14,0.1955,0.9219,66.65,58347.2,347094.63,0.0715,1809.69
190.71,2543.39,0.2352,0.8457,80.75,89406.94,316294.06,0.1033,983.8
303.35,2495.27,0.0794,0.8343,76.44,53672.36,799597.4,0.0837,1199.95
459.49,2219.52,0.1344,0.7672,93.87,41791.49,787182.2,0.0201,1273.1
333.61,2586.56,0.054,0.9472,108.15,38821.03,734600.68,0.084,947.94
210.18,1663.34,0.1346,0.7264,101.58,49129.35,903650.92,0.0915,1205.82
360.17,2929.8,0.2135,0.9849,111.84,52433.52,958019.99,0.0388,1407.2
251.25,831.5,0.2105,0.8381,126.03,51475.98,409308.72,0.1772,1297.81
378.09,2629.81,0.2157,0.7539,91.84,24397.08,527907.32,0.062,1087.03
335.5,2179.72,0.0995,0.8028,128.37,13151.34,760494.98,0.1529,136.94
54.26,3446.09,0.202,0.7045,141.04,34516.1,59381.94,0.0199,592.08
199.69,4024.99,0.1166,0.7483,118.15,51468.71,556356.38,0.0109,1630.95
345.83,2390.68,0.2839,0.7972,87.76,51542.63,796609.32,0.1991,747.66
286.37,3739.4,0.1096,0.8608,134.98,57999.8,536972.94,0.029,1419.8
198.22,2402.38,0.1849,0.7375,120.28,56489.55,750883.51,0.1543,661.73
227.48,1893.2,0.2275,0.896,124.6,42257.85,209924.24,0.1229,744.92
132.03,4017.62,0.2729,0.9448,153.61,33658.8,662239.41,0.0933,1265.35
268.37,3057.94,0.137,0.866,127.47,59097.53,514744.34,0.0122,1542.19
440.8,2653.48,0.1145,0.7861,154.85,54230.91,561395.54,0.0691,1256.06
335.37,3188.29,0.1347,0.7352,100.3,32462.04,418322.25,0.1805,1162.92
439.28,2864.8,0.1039,0.7045,91.34,60808.79,922644.23,0.1815,619.13
341.18,2595.78,0.1996,0.9122,141.38,66291.1,619649.27,0.1219,376.17
352.06,1610.96,0.2805,0.8823,73.78,63526.2,634853.87,0.1171,913.07
423.06,2438.08,0.0466,0.8381,164.8,66413.78,1014195.14,0.088,1098.94
303.29,3138.22,0.1727,0.7296,146.23,38114.96,422873.41,0.1562,1033.6
260.96,2553.83,0.2703,0.76,107.77,64554.68,633702.8,0.1772,1750.1
352.45,3356.82,0.039,0.9364,143.04,47895.63,471119.72,0.1469,561.67
384.04,2950.53,0.1532,0.8392,125.97,84239.55,461534.61,0.1074,953.52
239.0,1962.13,0.2609,0.9792,64.15,65253.11,666946.46,0.1287,1578.95
220.88,1616.65,0.2711,0.99,79.15,57585.1,550192.56,0.0478,1256.09
285.41,2526.88,0.1592,0.9322,114.05,78818.27,997686.35,0.1983,703.48
337.36,2239.35,0.0172,0.7749,110.05,42146.12,958887.11,0.1875,348.55
334.86,2913.45,0.0406,0.767,146.42,59586.32,573828.55,0.1915,925.61
168.19,2087.46,0.1801,0.7736,114.57,87387.11,300878.05,0.0375,729.64
418.37,2167.94,0.0459,0.9862,64.82,63917.62,548349.47,0.1323,909.1
226.91,3474.9,0.0533,0.7972,87.73,52998.81,813408.83,0.133,1774.33
255.12,2766.09,0.2339,0.9049,128.53,46048.06,430470.34,0.0742,729.35
207.3,2099.53,0.2277,0.9781,47.28,34523.49,923719.66,0.1737,845.17
477.37,2663.82,0.2544,0.9377,60.31,45722.34,721070.6,0.1576,1339.29
293.16,3730.15,0.0407,0.8733,93.2,36989.31,374170.56,0.1453,1143.21
211.18,2880.13,0.0675,0.749,134.35,46701.55,475299.44,0.0106,1524.62
339.79,3114.48,0.2516,0.7507,98.14,48681.85,503275.33,0.1982,1309.25
332.69,2060.75,0.2191,0.8428,119.6,66814.36,446407.31,0.1451,831.44
260.92,3454.03,0.2437,0.9761,105.15,43757.84,379198.83,0.194,1212.99
338.05,4465.85,0.297,0.9623,100.54,40655.59,492136.4,0.0219,1086.87
213.1,2030.02,0.2607,0.7482,84.3,65139.38,530622.04,0.1404,492.65
238.03,1724.18,0.1609,0.7834,131.59,61995.49,863220.58,0.1502,1734.65
124.23,2787.51,0.1001,0.8708,65.28,46483.1,692857.5,0.0176,714.29
175.7,3335.81,0.1752,0.8385,97.6,60414.89,704639.89,0.0176,1015.93
410.57,2578.41,0.1952,0.7346,141.29,46176.5,675220.52,0.1536,900.55
398.11,1824.99,0.1072,0.8071,80.8,46982.45,448370.05,0.1605,1086.98
279.93,2564.94,0.2336,0.9769,55.72,76138.84,833127.77,0.1825,1111.14
399.72,3118.51,0.0369,0.9759,37.97,48225.82,519996.57,0.1555,1233.22
262.99,2331.16,0.236,0.8622,126.1,43803.6,539503.05,0.0519,899.36
256.74,3125.68,0.0193,0.8842,128.23,50795.02,681064.76,0.1939,1392.69
279.24,3562.36,0.1544,0.7644,94.1,18071.66,1100947.9,0.0571,835.0
265.63,2838.18,0.2598,0.9152,64.75,47728.8,494056.07,0.1468,881.61
258.86,2628.11,0.0351,0.7152,100.37,54703.1,283361.73,0.1082,505.31
360.75,3299.65,0.1601,0.764,142.31,83192.87,663288.42,0.0289,1122.81
286.26,1979.39,0.0562,0.7017,64.81,52024.27,741403.45,0.1858,1531.32
328.44,1902.14,0.2695,0.8119,138.51,57725.62,519997.16,0.1196,971.44
352.35,2441.19,0.2514,0.9466,51.32,56216.12,488437.64,0.0229,1608.91
304.11,2264.69,0.2808,0.9849,69.0,87931.94,354275.7,0.0798,704.77
202.23,2020.72,0.2637,0.8936,108.46,67044.56,672735.24,0.1542,620.06
173.54,4083.87,0.2236,0.916,135.01,26558.53,990977.84,0.1256,1489.71
286.16,4351.39,0.0636,0.7762,151.6,70781.11,945066.26,0.0486,996.44
262.16,2372.93,0.0977,0.8509,136.41,34908.71,665562.67,0.116,741.5
281.55,2721.85,0.1541,0.9136,154.16,39715.07,523593.79,0.0652,1133.23
273.8,2502.86,0.1808,0.8442,110.77,29054.32,681630.84,0.1078,1155.33
468.77,3517.54,0.2368,0.7257,85.32,80568.52,541673.4,0.067,1349.33
175.23,3672.76,0.0758,0.9149,142.5,70074.66,479156.67,0.1018,945.22
125.75,1257.81,0.0472,0.7637,148.18,70805.92,638246.1,0.1692,620.57
299.93,3022.88,0.15,0.7283,134.48,67592.15,859028.58,0.0463,963.38
246.77,1626.32,0.0558,0.8386,124.4,61897.24,568517.28,0.0053,1043.77
298.71,4027.31,0.2112,0.7216,149.08,45225.09,566186.24,0.0352,1406.7
318.79,2994.86,0.1769,0.8825,115.83,53899.8,553577.62,0.1692,572.31
371.31,2005.04,0.2249,0.8857,104.35,41980.35,762942.15,0.0859,930.76
161.96,2460.96,0.0284,0.7744,127.97,36452.97,774726.87,0.1493,1142.89
233.25,2423.63,0.2898,0.9797,120.12,39932.05,392874.65,0.011,1539.41
307.16,3061.34,0.01,0.9391,133.03,89343.84,571036.02,0.0335,838.17
332.78,3466.16,0.1044,0.7318,100.82,44192.02,825039.04,0.1159,792.42
439.51,1750.57,0.2071,0.9171,133.79,67012.81,539742.06,0.1455,1260.59
346.68,4090.36,0.0231,0.8024,132.16,84773.3,881714.75,0.1586,328.89
270.74,3907.79,0.0342,0.9176,111.76,63381.64,741923.3,0.1304,870.57
208.22,1964.33,0.0322,0.9322,81.24,37497.69,953764.39,0.1526,1237.05
232.68,2707.03,0.1786,0.7439,144.29,38345.93,544373.08,0.0373,1161.7
230.55,3990.13,0.2698,0.8919,66.69,52461.07,744946.76,0.1333,1114.03
324.14,3615.79,0.1711,0.9502,74.67,87736.85,751109.87,0.0879,530.62
294.27,2386.22,0.185,0.7938,110.32,73988.45,819336.22,0.1834,646.18
175.73,3287.9,0.1103,0.7233,25.58,59354.73,675970.62,0.125,1475.18
242.31,4997.81,0.0154,0.7079,153.86,47131.12,826453.8,0.1106,1020.11
340.82,2732.38,0.0163,0.7319,105.47,56760.84,481105.54,0.1178,980.82
301.37,2154.43,0.2676,0.7012,153.75,53622.54,594950.03,0.1671,799.97
317.65,2785.06,0.0397,0.7948,162.13,53517.98,311365.62,0.0072,1055.86
303.72,2843.13,0.2999,0.7868,100.1,36055.78,552590.29,0.1728,895.35
396.98,2239.11,0.0577,0.732,147.71,35745.8,437492.42,0.0107,1321.36
292.7,2995.94,0.2056,0.8888,71.43,55925.32,671548.09,0.1186,716.3
246.05,1667.39,0.2852,0.9877,118.72,31365.76,801240.6,0.103,1314.37
206.32,2128.67,0.1151,0.9613,90.01,40185.67,717794.88,0.0772,1570.71
293.72,3243.96,0.223,0.7733,127.06,50989.13,760484.05,0.0301,1245.65
91.95,1275.35,0.1117,0.9233,132.95,55958.1,624917.86,0.0292,659.23
261.18,3357.48,0.0984,0.9717,99.94,68909.86,578130.51,0.1497,1310.03
259.56,1073.95,0.0685,0.9628,122.25,29824.68,373749.44,0.0271,894.95
172.66,1293.8,0.2481,0.9565,134.92,29874.99,224936.46,0.139,884.28
205.38,2259.13,0.0846,0.9281,110.95,72054.19,307428.31,0.1981,1092.81
335.72,2874.71,0.0921,0.785,185.4,78162.09,474705.83,0.138,971.71
292.3,3688.12,0.2997,0.7242,100.66,33272.59,786650.98,0.0197,903.05
282.63,2695.14,0.1049,0.8415,157.44,36553.81,362704.92,0.1107,1267.22
297.98,2456.87,0.1326,0.7159,141.27,59501.76,443304.7,0.1677,1086.58
281.95,3104.01,0.2971,0.9896,46.1,51303.94,512855.8,0.1911,444.59
368.21,1967.8,0.1171,0.8039,152.28,51432.46,861065.58,0.1469,1373.97
284.26,2759.21,0.1162,0.9779,139.01,37619.52,598424.03,0.0654,1429.69
165.63,1710.43,0.25,0.9242,108.61,62374.98,632727.75,0.054,1240.46
397.26,2714.7,0.1005,0.8193,116.68,46586.81,687318.59,0.1578,1259.16
302.78,2548.29,0.0778,0.7343,120.61,46044.17,882194.04,0.1533,979.59
230.81,2019.99,0.1327,0.7688,148.55,31834.56,622576.16,0.0998,671.15
180.99,2779.28,0.2132,0.8952,91.92,63557.14,256474.81,0.0219,1106.25
304.69,2774.2,0.0225,0.9407,155.22,44537.47,631131.93,0.136,1540.25
266.21,3570.77,0.1184,0.984,70.67,49755.0,891215.5,0.1201,1136.38
393.06,1392.25,0.1104,0.7383,49.26,70131.65,732923.87,0.0073,1576.15
249.06,2590.43,0.081,0.7452,123.79,33227.12,648575.5,0.1303,1591.49
212.2,2054.46,0.1997,0.7123,144.87,49069.83,676040.83,0.0308,1038.6
342.18,3331.31,0.0941,0.7755,99.31,24790.49,242241.48,0.166,903.15
344.4,3240.56,0.186,0.9381,33.3,41859.92,214636.36,0.1363,914.12
287.65,3047.84,0.1563,0.7575,57.79,71755.6,783034.61,0.0151,1009.96
325.73,2098.66,0.073,0.8589,118.82,25066.89,860563.72,0.1087,741.58
272.17,3343.62,0.0873,0.8295,104.68,54388.74,481360.33,0.1621,1226.34
292.54,1451.4,0.0595,0.7945,145.67,76958.44,644271.8,0.1668,1352.97
362.37,1290.67,0.0264,0.8793,107.31,59554.43,728917.37,0.0216,463.99
321.9,1650.57,0.1896,0.8457,81.55,40867.24,934693.02,0.0204,1614.98
262.3,2623.78,0.2051,0.7971,114.79,32156.41,590171.76,0.1561,882.79
376.43,3178.88,0.0581,0.8998,137.16,18661.41,752079.25,0.0504,956.49
97.64,318.77,0.1885,0.7812,147.79,76278.39,1000650.83,0.1208,1147.47
428.91,3686.15,0.2948,0.8865,101.48,43555.44,550471.12,0.1237,784.49
147.05,2752.7,0.0316,0.9776,107.14,20767.31,618829.26,0.1278,862.89
227.97,1421.91,0.1522,0.9114,129.68,33650.78,387095.75,0.0709,786.89
271.93,2729.08,0.2226,0.8213,81.29,32711.41,397054.26,0.0128,1049.5
264.01,3505.81,0.0233,0.9168,128.33,42330.62,779338.47,0.1098,865.89
350.48,3119.56,0.2357,0.9347,97.65,89907.87,842388.45,0.1054,1169.39
195.66,3510.94,0.2941,0.7945,102.61,65728.51,836398.07,0.0895,633.33
294.56,1579.77,0.0357,0.9045,105.08,58491.07,401439.37,0.0595,1190.67
231.63,2325.7,0.2484,0.826,109.1,70258.28,565272.58,0.1694,693.1
297.14,1925.66,0.1198,0.9374,165.6,80758.72,700738.23,0.0772,1370.13
270.14,3995.44,0.0518,0.7857,90.15,59214.15,155290.88,0.0297,1307.37
281.97,3150.83,0.153,0.972,91.78,74279.76,696481.97,0.1528,372.55
233.76,4880.16,0.0307,0.8667,150.81,39927.42,978332.76,0.1291,1316.79
236.75,2283.71,0.1614,0.8025,119.08,36264.93,831065.04,0.0653,223.39
296.55,2082.34,0.0156,0.8216,129.31,33478.63,128758.01,0.0345,678.93
345.78,2538.12,0.2213,0.8009,72.38,55350.15,684674.18,0.0907,1377.15
230.13,3729.71,0.1515,0.7424,112.8,7107.02,648760.78,0.0179,878.63
209.84,2363.21,0.1431,0.7199,130.66,72357.6,659788.9,0.0484,1544.22
321.01,2747.48,0.0669,0.7933,83.64,42354.48,627212.4,0.193,1274.15
272.56,2725.74,0.1148,0.833,124.9,64133.76,541361.58,0.0343,914.09
337.29,2680.94,0.0627,0.8049,98.53,27535.16,145581.26,0.0586,868.42
207.07,2138.95,0.2233,0.704,84.56,68835.58,667562.46,0.0321,1526.04
141.54,2542.46,0.0677,0.8679,137.08,73317.06,730221.83,0.1828,898.33
235.02,2508.92,0.1889,0.742,141.03,52198.03,496038.59,0.1853,460.94
217.52,2644.07,0.0911,0.7612,109.08,59208.32,855197.68,0.0166,756.05
269.09,3389.09,0.2005,0.735,119.27,33567.13,281243.12,0.1802,1089.05
227.24,4029.16,0.1667,0.8509,146.95,51251.56,264386.36,0.0328,801.27
330.58,1991.66,0.1328,0.7276,92.48,66542.74,622827.48,0.0825,1806.99
253.39,2342.94,0.2052,0.7743,116.04,45500.39,471021.97,0.1193,845.14
286.29,2003.74,0.1306,0.831,92.77,75685.24,798464.16,0.0952,852.37
286.82,2796.56,0.2482,0.7486,72.75,21077.2,521341.79,0.0315,738.02
289.62,2228.29,0.2216,0.8294,92.5,45077.25,874891.45,0.1594,1329.08
273.19,2837.84,0.1668,0.7994,69.38,18800.53,463038.75,0.139,961.66
313.3,3514.51,0.2643,0.9496,118.48,55716.68,634454.18,0.1885,1307.75
215.33,671.43,0.2504,0.9305,80.55,46985.12,213069.07,0.0738,1415.69
379.96,3035.23,0.1642,0.9879,60.76,47598.11,595455.57,0.0889,1165.07
257.26,2289.52,0.0298,0.8534,128.52,62710.04,620393.46,0.0732,1147.69
176.63,3010.66,0.1741,0.8669,126.46,45818.04,845496.67,0.0173,669.81
289.11,1947.77,0.113,0.9745,94.54,96810.55,306805.39,0.0157,570.43
211.16,3587.07,0.1666,0.8159,127.27,63840.7,549968.93,0.1535,576.18
324.9,3365.4,0.1977,0.8611,79.47,50995.75,893660.92,0.0605,1072.94
440.72,3095.21,0.197,0.8099,93.21,39367.29,919906.63,0.1,1779.73
216.01,3271.36,0.2053,0.8583,117.9,35473.12,440795.32,0.1959,870.53
299.93,2065.93,0.207,0.7234,137.74,57710.97,470233.41,0.0084,1374.55
143.34,2164.63,0.0417,0.9273,92.89,41812.11,269465.46,0.1059,1216.34
309.04,3239.41,0.0656,0.9857,86.13,66849.59,185645.37,0.1061,1060.72
208.57,2048.61,0.1929,0.7191,136.11,49142.4,529001.19,0.1997,972.99
228.14,3782.41,0.1284,0.9323,124.4,49197.88,478234.87,0.1677,913.78
192.4,2396.52,0.2312,0.7701,109.71,52391.73,1014180.86,0.018,907.92
329.91,3043.15,0.0462,0.7573,142.4,47991.67,674846.43,0.0356,1241.7
350.55,4294.41,0.0655,0.9011,166.66,55072.88,564689.51,0.0116,1322.49
276.75,2096.79,0.172,0.7128,116.59,84646.96,735887.91,0.0434,915.73
210.17,2703.86,0.1552,0.8343,86.32,59423.52,809634.47,0.0464,911.39
394.21,3475.78,0.0873,0.7004,120.75,57485.15,846307.72,0.0225,865.65
218.72,3395.17,0.1284,0.8608,79.04,63485.62,657396.92,0.1078,1366.72
112.85,2393.21,0.0201,0.834,144.34,48709.59,601321.36,0.1951,1328.43
309.38,2245.23,0.0207,0.9655,82.78,34599.73,637321.47,0.1617,1517.53
192.14,2467.38,0.0375,0.9089,98.88,1000.0,594422.57,0.0447,792.94
349.15,3784.16,0.1773,0.7365,78.47,16661.34,501212.92,0.1577,854.4
246.41,2431.37,0.2605,0.8028,110.77,62841.06,812551.72,0.1965,1573.9
320.28,2711.19,0.0855,0.9702,111.89,56585.19,567814.29,0.1679,1469.25
380.11,2315.68,0.0198,0.9103,128.52,48058.22,405160.12,0.0964,736.24
184.34,3202.68,0.2155,0.8723,108.79,89477.75,610073.52,0.0575,766.66
232.55,2771.83,0.2581,0.8621,106.47,49934.72,747899.46,0.1508,1130.21
269.32,1863.98,0.0501,0.8154,86.83,11530.96,317724.08,0.1584,1443.24
390.32,1891.09,0.1219,0.8697,95.93,62883.16,552763.31,0.0629,763.67
225.62,1084.43,0.056,0.9238,60.89,69655.65,447182.03,0.0487,1077.51
230.41,1998.8,0.0408,0.737,149.13,62381.4,1038173.07,0.1361,1394.91
310.86,3271.92,0.198,0.9813,102.01,69899.48,624168.49,0.1782,985.75
231.71,3686.95,0.2906,0.7694,156.96,21445.48,913334.56,0.009,1025.82
286.44,3187.02,0.2067,0.8298,101.17,52062.34,654335.72,0.1975,1500.1
158.63,3084.46,0.2956,0.7066,44.77,36804.57,672022.94,0.0424,917.72
441.07,2550.89,0.136,0.8596,90.74,59131.12,593839.66,0.0731,1451.54
173.92,3257.02,0.2704,0.8107,104.92,75585.17,561843.54,0.0153,1002.62
250.87,2874.25,0.0695,0.7724,107.07,44425.88,591373.39,0.0158,706.28
272.56,4063.49,0.0442,0.9858,126.43,61251.46,475837.67,0.0582,1226.29
418.45,2572.88,0.2137,0.8242,110.51,36038.36,603810.21,0.1152,854.82
175.64,3702.02,0.1177,0.8201,94.33,50210.99,284509.04,0.1807,679.2
423.78,3334.72,0.1021,0.8343,76.03,42015.56,640342.21,0.0186,1672.17
331.79,3226.1,0.2047,0.7337,92.13,80216.51,367443.26,0.1115,1182.78
306.28,1074.33,0.1067,0.814,124.14,32683.0,624697.34,0.0861,948.99
201.15,3377.87,0.176,0.7976,132.18,51955.9,669549.72,0.1979,954.76
317.84,2550.12,0.0968,0.8349,83.66,73093.65,886579.7,0.0415,1534.73
220.74,2302.26,0.2373,0.9484,136.89,18408.15,668720.54,0.0771,1558.27
370.0,1488.38,0.1006,0.7559,123.02,57615.64,553262.12,0.0115,877.47
202.17,2645.62,0.1651,0.8762,76.91,52333.36,481484.39,0.1833,1133.78
266.51,2676.28,0.0167,0.7109,112.81,39260.52,747831.74,0.1264,933.71
233.35,1629.32,0.2396,0.7919,116.71,70565.74,586373.95,0.1196,1293.17
200.94,1495.93,0.1899,0.8371,71.29,78813.38,457023.85,0.0145,937.95
330.6,3031.19,0.0657,0.7215,61.98,61356.77,636370.38,0.0243,438.16
315.16,3332.84,0.0725,0.8578,120.0,45603.3,238325.27,0.1591,723.4
365.68,2799.05,0.0861,0.79,90.61,26625.7,621839.53,0.1121,1379.91
141.51,3551.49,0.1772,0.9879,152.88,53469.72,451474.73,0.0438,822.02
354.81,2582.33,0.169,0.883,159.5,47964.75,541383.15,0.1122,1298.7
462.91,2607.42,0.0894,0.7708,119.95,48966.35,1000850.38,0.1938,1167.63
241.13,1931.66,0.2113,0.7298,135.14,42301.37,509912.79,0.0252,824.38
417.14,1427.81,0.2678,0.7118,72.58,40850.34,762387.56,0.1942,1000.95
255.26,4102.82,0.0226,0.7263,62.82,50979.53,813744.36,0.1561,851.97
172.07,3536.18,0.131,0.8972,100.52,30183.7,775044.67,0.0331,929.57
252.08,1559.2,0.1821,0.9479,64.26,67600.8,679490.46,0.1639,484.73
353.62,2772.01,0.1801,0.7455,114.74,37905.43,386689.89,0.1501,1013.6
212.14,2571.63,0.0157,0.8166,80.18,52348.62,477191.52,0.1169,866.77
229.97,2435.37,0.0711,0.8027,111.03,45149.29,375178.34,0.156,1074.24
319.52,2329.6,0.0279,0.8869,99.52,61228.3,536312.73,0.0325,1216.88
275.23,2948.66,0.175,0.753,125.18,60324.7,538616.68,0.1457,1246.54
318.85,3290.9,0.1972,0.9765,115.33,58866.13,425075.74,0.13,870.32
292.84,2965.21,0.0563,0.9113,92.21,31213.28,714375.96,0.0605,845.99
310.97,2555.59,0.1066,0.977,61.67,47324.46,508301.58,0.1396,1001.99
242.58,2526.84,0.1056,0.7804,110.15,76937.28,534173.32,0.1374,1396.4
292.38,3383.84,0.2477,0.8704,49.82,44858.88,295366.47,0.0516,887.2
205.45,3013.03,0.0665,0.9124,144.46,67813.14,619716.96,0.0338,833.33
371.63,2706.94,0.169,0.9062,121.75,50332.67,587343.97,0.0756,701.45
227.43,2621.88,0.2371,0.7062,131.69,45388.9,487303.67,0.0828,1210.74
359.66,2920.46,0.2506,0.9895,74.3,53578.25,681461.99,0.1657,957.75
257.48,2283.13,0.2033,0.9691,116.28,36768.62,629535.64,0.09,731.6
290.15,3293.54,0.0969,0.7347,83.89,65347.92,722339.73,0.1486,797.66
237.88,1807.24,0.2487,0.8576,109.72,36410.28,731266.11,0.0952,1261.87
198.8,2327.69,0.2252,0.7912,73.38,59635.42,747581.39,0.0181,1095.6
144.14,3128.7,0.2143,0.9549,102.36,68297.05,936401.73,0.1323,838.07
195.85,1762.58,0.0295,0.9023,61.35,57524.55,631462.43,0.1796,1231.87
250.71,1417.81,0.0225,0.7648,99.93,41111.22,418678.72,0.1061,1377.74
290.89,2699.41,0.2117,0.7098,52.93,53564.16,520869.8,0.1419,1257.79
350.78,1321.11,0.284,0.7846,160.33,38385.43,526157.17,0.1569,1115.47
241.57,1632.6,0.2344,0.7111,110.08,47013.04,423876.83,0.0961,1581.14
208.85,3242.67,0.2511,0.741,105.18,41865.83,108357.39,0.0537,1469.37
166.8,2489.58,0.168,0.8845,126.41,37939.42,651782.32,0.1727,1069.81
311.0,3656.96,0.0983,0.9161,63.86,60904.49,612666.0,0.1666,1369.6
378.74,1706.23,0.2065,0.8357,80.28,66735.03,984953.43,0.1726,1256.22
369.97,2576.4,0.2165,0.8741,121.82,67879.01,972381.36,0.166,880.99
